Date,Comment,tokens_stopword,clean_text
2026-03-19T20:51:59Z,"['ini', 'namanya', 'presiden', 'yang', 'paham', 'masalah', 'yang', 'brisik', 'cuma', 'karena', 'presiden', 'pilihan', 'nya', 'yang', 'tidak', 'menang']","['namanya', 'presiden', 'paham', 'masalah', 'brisik', 'cuma', 'presiden', 'pilihan', 'tidak', 'menang']",namanya presiden paham masalah brisik cuma presiden pilihan tidak menang
2026-03-19T20:51:53Z,"['janji', 'pendidikan', 'gratis', 'janji', 'gaji', 'guru', 'naik', 'janji', 'lapangan', 'kerja']","['janji', 'pendidikan', 'gratis', 'janji', 'gaji', 'guru', 'naik', 'janji', 'lapangan', 'kerja']",janji pendidikan gratis janji gaji guru naik janji lapangan kerja
2026-03-19T20:51:48Z,"['gas', 'pak', 'taroh', 'kpk', 'aja', 'pak', 'mardigu', 'biar', 'para', 'koruptor', 'cemas']","['gas', 'taroh', 'kpk', 'aja', 'mardigu', 'biar', 'koruptor', 'cemas']",gas taroh kpk aja mardigu biar koruptor cemas
2026-03-19T20:51:44Z,"['lah', 'prabowo', 'teori', 'intinya', 'mbg', 'dan', 'kdmp', 'batalkan', 'itu', 'baru', 'bgus', 'klw', 'diskusi', 'gini', 'ada', 'eksekusi', 'lapisan', 'terbawah', 'percuma']","['prabowo', 'teori', 'intinya', 'mbg', 'kdmp', 'batalkan', 'baru', 'bgus', 'klw', 'diskusi', 'gini', 'eksekusi', 'lapisan', 'terbawah', 'percuma']",prabowo teori intinya mbg kdmp batalkan baru bgus klw diskusi gini eksekusi lapisan terbawah percuma
2026-03-19T20:51:30Z,"['ini', 'mah', 'gufron', 'versi', 'pake', 'bahasa', 'akademik', 'aja']","['mah', 'gufron', 'versi', 'pake', 'bahasa', 'akademik', 'aja']",mah gufron versi pake bahasa akademik aja
2026-03-19T21:32:53Z,"['bukan', 'pak', 'melihatnya', 'bhw', 'benar', 'karena', 'kebutuhan', 'dasar', 'mmg', 'hrs', 'ttp', 'ada', 'spt', 'pangan', 'dan', 'rasa', 'aman', 'setelah', 'itu', 'kita', 'jangkau', 'yang', 'lain', 'nah', 'proses', 'ini', 'yang', 'hrs', 'fahami', 'shg', 'mmg', 'harus', 'bertahap']","['bukan', 'melihatnya', 'bhw', 'benar', 'kebutuhan', 'dasar', 'mmg', 'hrs', 'ttp', 'spt', 'pangan', 'rasa', 'aman', 'jangkau', 'nah', 'proses', 'hrs', 'fahami', 'shg', 'mmg', 'bertahap']",bukan melihatnya bhw benar kebutuhan dasar mmg hrs ttp spt pangan rasa aman jangkau nah proses hrs fahami shg mmg bertahap
2026-03-19T20:51:23Z,"['openingnya', 'bikin', 'muntah', 'nasbi']","['openingnya', 'bikin', 'muntah', 'nasbi']",openingnya bikin muntah nasbi
2026-03-19T20:51:18Z,"['need', 'right', 'wing', 'and', 'left', 'wing', 'prabowo', 'subianto']","['need', 'right', 'wing', 'and', 'left', 'wing', 'prabowo', 'subianto']",need right wing and left wing prabowo subianto
2026-03-19T20:51:11Z,"['kelebihan', 'prabowo', 'cuma', 'bisa', 'bhs', 'inggris', 'itu', 'aja']","['kelebihan', 'prabowo', 'cuma', 'bhs', 'inggris', 'aja']",kelebihan prabowo cuma bhs inggris aja
2026-03-19T23:19:00Z,"['kalo', 'paham', 'diskusi', 'lebih', 'baik', 'tidur', 'dek', 'mungkin', 'ketinggalan', 'mimpi']","['kalo', 'paham', 'diskusi', 'lebih', 'baik', 'tidur', 'dek', 'mungkin', 'ketinggalan', 'mimpi']",kalo paham diskusi lebih baik tidur dek mungkin ketinggalan mimpi
2026-03-19T20:51:09Z,"['jangan', 'mengeluh', 'soal', 'para', 'penjilat', 'dan', 'abs', 'sekeliling', 'wowo', 'karena', 'mmg', 'itu', 'kesukaannya', 'dia']","['jangan', 'mengeluh', 'soal', 'penjilat', 'abs', 'sekeliling', 'wowo', 'mmg', 'kesukaannya']",jangan mengeluh soal penjilat abs sekeliling wowo mmg kesukaannya
2026-03-19T20:51:08Z,"['kenapa', 'tidak', 'ada', 'rocky', 'gerung', 'jadi', 'tidak', 'rame']","['tidak', 'rocky', 'gerung', 'tidak', 'rame']",tidak rocky gerung tidak rame
2026-03-19T20:51:00Z,"['hasan', 'terlalu', 'banyak', 'ngomong', 'mlh', 'ambi', 'punggung']","['hasan', 'terlalu', 'banyak', 'ngomong', 'mlh', 'ambi', 'punggung']",hasan terlalu banyak ngomong mlh ambi punggung
2026-03-19T20:50:56Z,"['aku', 'kasian', 'kepada', 'mbk', 'nana', 'seperti', 'sangat', 'defensif', 'pak', 'prabowo', 'izin', 'bertanya', 'mbk', 'nana', 'kenapa', 'tidak', 'ada', 'perwakilan', 'dari', 'pemuda', 'ferry', 'irwandi', 'cania', 'citta', 'izinn', 'mbk', 'bertanya']","['aku', 'kasian', 'mbk', 'nana', 'sangat', 'defensif', 'prabowo', 'izin', 'bertanya', 'mbk', 'nana', 'tidak', 'perwakilan', 'pemuda', 'ferry', 'irwandi', 'cania', 'citta', 'izinn', 'mbk', 'bertanya']",aku kasian mbk nana sangat defensif prabowo izin bertanya mbk nana tidak perwakilan pemuda ferry irwandi cania citta izinn mbk bertanya
2026-03-19T21:22:34Z,"['yang', 'meja', 'sudah', 'ahli', 'dibidang', 'masing', 'quot', 'alias', 'perwakilan', 'dari', 'bidang', 'nya', 'kenapa', 'elu', 'kasian', 'apa', 'karena', 'elu', 'menganggap', 'pak', 'wowo', 'menanggapi', 'emosian', 'bedakan', 'tegas', 'sama', 'emosian', 'dulu', 'kalo', 'emosian', 'sudah', 'pukul', 'quot', 'mejaa', 'itu', 'atau', 'elu', 'orang', 'nya', 'terlalu', 'baper', 'jadi', 'merasa', 'kasian']","['meja', 'ahli', 'dibidang', 'masing', 'quot', 'alias', 'perwakilan', 'bidang', 'elu', 'kasian', 'apa', 'elu', 'menganggap', 'wowo', 'menanggapi', 'emosian', 'bedakan', 'tegas', 'sama', 'emosian', 'dulu', 'kalo', 'emosian', 'pukul', 'quot', 'mejaa', 'elu', 'orang', 'terlalu', 'baper', 'merasa', 'kasian']",meja ahli dibidang masing quot alias perwakilan bidang elu kasian apa elu menganggap wowo menanggapi emosian bedakan tegas sama emosian dulu kalo emosian pukul quot mejaa elu orang terlalu baper merasa kasian
2026-03-19T21:24:43Z,"['biji', 'satu', 'emosian', 'faktaa', 'boss']","['biji', 'satu', 'emosian', 'faktaa', 'boss']",biji satu emosian faktaa boss
2026-03-19T21:34:16Z,"['inilah', 'wujud', 'manusia', 'yang', 'tidak', 'punya', 'argumen', 'ngatain', 'biji', 'lagi', 'hadehh', 'dikasih', 'gizi', 'sama', 'ortu', 'elu', 'tidak', 'atau', 'karena', 'miskin']","['inilah', 'wujud', 'manusia', 'tidak', 'punya', 'argumen', 'ngatain', 'biji', 'hadehh', 'dikasih', 'gizi', 'sama', 'ortu', 'elu', 'tidak', 'miskin']",inilah wujud manusia tidak punya argumen ngatain biji hadehh dikasih gizi sama ortu elu tidak miskin
2026-03-19T22:53:24Z,"['ketika', 'kritik', 'dibilang', 'ditunggangi', 'kritis', 'dianggap', 'salah', 'membanggakan', 'hal', 'yang', 'sangat', 'jauh', 'dengan', 'realita', 'pada', 'masyarakat', 'itu', 'jelas', 'bentuk', 'kebengisan', 'paling', 'kejam']","['kritik', 'dibilang', 'ditunggangi', 'kritis', 'dianggap', 'salah', 'membanggakan', 'sangat', 'jauh', 'realita', 'masyarakat', 'jelas', 'bentuk', 'kebengisan', 'paling', 'kejam']",kritik dibilang ditunggangi kritis dianggap salah membanggakan sangat jauh realita masyarakat jelas bentuk kebengisan paling kejam
2026-03-19T23:21:44Z,"['nya', 'hidup', 'menyedihkan', 'sampai', 'komen', 'seperti', 'ini', 'rubahlah', 'pola', 'hidup', 'mungkin', 'kamu', 'bisa', 'menjadi', 'orang', 'yang', 'berbahagia']","['hidup', 'menyedihkan', 'komen', 'rubahlah', 'pola', 'hidup', 'mungkin', 'kamu', 'menjadi', 'orang', 'berbahagia']",hidup menyedihkan komen rubahlah pola hidup mungkin kamu menjadi orang berbahagia
2026-03-19T20:50:52Z,"['probowo', 'pincang', 'karena', 'wapresnya', 'apa', 'kalo', 'dulu', 'sama', 'gibran', 'prabowo', 'juga', 'presiden', 'serba', 'salah', 'kan', 'prabowo', 'dan', 'sayang', 'bngt', 'ada', 'bung', 'rocky', 'gerung', 'acara', 'itu']","['probowo', 'pincang', 'wapresnya', 'apa', 'kalo', 'dulu', 'sama', 'gibran', 'prabowo', 'presiden', 'serba', 'salah', 'kan', 'prabowo', 'sayang', 'bngt', 'bung', 'rocky', 'gerung', 'acara']",probowo pincang wapresnya apa kalo dulu sama gibran prabowo presiden serba salah kan prabowo sayang bngt bung rocky gerung acara
2026-03-19T20:50:51Z,"['diskusi', 'yang', 'mantap', 'tokoh', 'tokoh', 'indonesia', 'sehat', 'selalu', 'untuk', 'pak', 'presiden', 'dan', 'tokoh', 'tokoh', 'kita']","['diskusi', 'mantap', 'tokoh', 'tokoh', 'indonesia', 'sehat', 'selalu', 'presiden', 'tokoh', 'tokoh']",diskusi mantap tokoh tokoh indonesia sehat selalu presiden tokoh tokoh
2026-03-19T20:50:47Z,"['request', 'nex', 'undang', 'bennix', 'ferry', 'irwandi', 'dan', 'guru', 'gembul']","['request', 'nex', 'undang', 'bennix', 'ferry', 'irwandi', 'guru', 'gembul']",request nex undang bennix ferry irwandi guru gembul
2026-03-19T20:50:44Z,"['ayo', 'pak', 'prabowo', 'kami', 'percaya', 'dengan', 'anda', 'tekan', 'dpr', 'untuk', 'membuat', 'undang', 'undang', 'hukuman', 'mati', 'bagi', 'koruptor', 'dari', 'kepala', 'desa', 'yang', 'korup', 'sampai', 'tingkat', 'atas']","['ayo', 'prabowo', 'percaya', 'tekan', 'dpr', 'membuat', 'undang', 'undang', 'hukuman', 'mati', 'koruptor', 'kepala', 'desa', 'korup', 'tingkat', 'atas']",ayo prabowo percaya tekan dpr membuat undang undang hukuman mati koruptor kepala desa korup tingkat atas
2026-03-19T20:50:36Z,"['mba', 'nana', 'emng', 'the', 'best', 'dri', 'semua', 'nya', 'pertanyan', 'mba', 'fans', 'banget', 'sma', 'mba', 'nana', 'itu', 'lah', 'mba', 'nana', 'pertnyan', 'yang', 'tnya', 'kebingungan']","['mba', 'nana', 'emng', 'the', 'best', 'dri', 'semua', 'pertanyan', 'mba', 'fans', 'banget', 'sma', 'mba', 'nana', 'mba', 'nana', 'pertnyan', 'tnya', 'kebingungan']",mba nana emng the best dri semua pertanyan mba fans banget sma mba nana mba nana pertnyan tnya kebingungan
2026-03-19T20:50:27Z,"['ini', 'pertanyaan', 'pertanyaannya', 'pasti', 'sudah', 'dipelajari', 'terlebih', 'dahulu', 'oleh', 'tim', 'nya', 'presiden', 'kan', 'smart', 'about', 'this']","['pertanyaan', 'pertanyaannya', 'dipelajari', 'terlebih', 'tim', 'presiden', 'kan', 'smart', 'about', 'this']",pertanyaan pertanyaannya dipelajari terlebih tim presiden kan smart about this
2026-03-19T20:50:24Z,"['woi', 'ini', 'video', 'komennya', 'sudah', 'terinfeksi', 'para', 'buzzer', 'wowo', 'ges']","['woi', 'video', 'komennya', 'terinfeksi', 'buzzer', 'wowo', 'ges']",woi video komennya terinfeksi buzzer wowo ges
2026-03-19T20:50:20Z,"['tolong', 'hentikan', 'mbg']","['hentikan', 'mbg']",hentikan mbg
2026-03-19T21:52:35Z,"['apa', 'yang', 'salah', 'sama', 'mbg', 'nonton', 'anime', 'sana', 'sama', 'sasuke']","['apa', 'salah', 'sama', 'mbg', 'nonton', 'anime', 'sana', 'sama', 'sasuke']",apa salah sama mbg nonton anime sana sama sasuke
2026-03-19T22:06:21Z,"['mbg', 'untk', 'anak', 'yang', 'tidak', 'mampu']","['mbg', 'untk', 'anak', 'tidak', 'mampu']",mbg untk anak tidak mampu
2026-03-20T03:14:55Z,"['anggota', 'aparat', 'kebanyakan', 'anggaran', 'sasaran', 'mbg', 'tidak', 'tepat', 'mbg', 'bagus', 'sistemnya', 'yang', 'harus', 'dibubarkan', 'kebanyakan', 'cari', 'untung', 'situ']","['anggota', 'aparat', 'kebanyakan', 'anggaran', 'sasaran', 'mbg', 'tidak', 'tepat', 'mbg', 'bagus', 'sistemnya', 'dibubarkan', 'kebanyakan', 'cari', 'untung', 'situ']",anggota aparat kebanyakan anggaran sasaran mbg tidak tepat mbg bagus sistemnya dibubarkan kebanyakan cari untung situ
2026-03-19T20:49:32Z,"['ketika', 'kita', 'bersuara', 'dan', 'aniyaya', 'bhkn', 'mungkin', 'bunu', 'situ', 'seseorang', 'sedang', 'berusaha', 'mematikan', 'demokrasi']","['bersuara', 'aniyaya', 'bhkn', 'mungkin', 'bunu', 'situ', 'seseorang', 'sedang', 'berusaha', 'mematikan', 'demokrasi']",bersuara aniyaya bhkn mungkin bunu situ seseorang sedang berusaha mematikan demokrasi
2026-03-19T20:49:31Z,"['saya', 'selalu', 'ingat', 'dengan', 'kata', 'kata', 'pak', 'prabowo', 'yaitu', 'omon', 'omon']","['selalu', 'ingat', 'kata', 'kata', 'prabowo', 'omon', 'omon']",selalu ingat kata kata prabowo omon omon
2026-03-19T20:49:21Z,"['wapres', 'tidak', 'diajak']","['wapres', 'tidak', 'diajak']",wapres tidak diajak
2026-03-19T20:48:52Z,"['kpan', 'putusan', 'perampasan', 'aset', 'segera', 'sah', 'kan', 'indonesia', 'sudah', 'hampir', 'miskin', 'kerna', 'korup', 'pak', 'presiden']","['kpan', 'putusan', 'perampasan', 'aset', 'segera', 'sah', 'kan', 'indonesia', 'hampir', 'miskin', 'kerna', 'korup', 'presiden']",kpan putusan perampasan aset segera sah kan indonesia hampir miskin kerna korup presiden
2026-03-19T20:48:39Z,"['the', 'worse', 'the', 'worst']","['the', 'worse', 'the', 'worst']",the worse the worst
2026-03-19T20:48:35Z,"['tau', 'kenapa', 'jadi', 'tenang', 'aja', 'pas', 'denger', 'prabowo', 'wkwk']","['tau', 'tenang', 'aja', 'pas', 'denger', 'prabowo', 'wkwk']",tau tenang aja pas denger prabowo wkwk
2026-03-19T20:48:24Z,"['sehat', 'dan', 'panjang', 'umur', 'pak', 'prabowo', 'apapun', 'akan', 'salah', 'dimata', 'ternak', 'anis', 'xeleng']","['sehat', 'panjang', 'umur', 'prabowo', 'apapun', 'salah', 'dimata', 'ternak', 'anis', 'xeleng']",sehat panjang umur prabowo apapun salah dimata ternak anis xeleng
2026-03-19T20:47:58Z,"['maaf', 'saya', 'comment', 'lebih', 'asyik', 'baca', 'baca', 'komentar', 'sambil', 'makan', 'kuaci', 'saja']","['maaf', 'comment', 'lebih', 'asyik', 'baca', 'baca', 'komentar', 'makan', 'kuaci']",maaf comment lebih asyik baca baca komentar makan kuaci
2026-03-19T20:47:57Z,"['sehat', 'selalu', 'bapak', 'presiden']","['sehat', 'selalu', 'presiden']",sehat selalu presiden
2026-03-19T20:47:51Z,"['ini', 'presiden', 'siapa', 'sih', 'anjirr']","['presiden', 'siapa', 'anjirr']",presiden siapa anjirr
2026-03-19T20:47:36Z,"['kalo', 'kita', 'kaya', 'tidak', 'perlu', 'ngirit', 'pak', 'kuncinya', 'kaya']","['kalo', 'kaya', 'tidak', 'perlu', 'ngirit', 'kuncinya', 'kaya']",kalo kaya tidak perlu ngirit kuncinya kaya
2026-03-19T20:47:35Z,"['pak', 'prabowo', 'terpujilah', 'bapak', 'transformasi', 'bangsa', 'jujur', 'dan', 'cerdas']","['prabowo', 'terpujilah', 'transformasi', 'bangsa', 'jujur', 'cerdas']",prabowo terpujilah transformasi bangsa jujur cerdas
2026-03-19T20:47:02Z,"['lagi', 'bapak', 'tirulah', 'gaya', 'jin', 'ping', 'sedikit', 'bicara', 'banyak', 'kerja']","['tirulah', 'gaya', 'jin', 'ping', 'sedikit', 'bicara', 'banyak', 'kerja']",tirulah gaya jin ping sedikit bicara banyak kerja
2026-03-19T20:45:39Z,"['mbg', 'percuma', 'pak', 'anak', 'saya', 'dan', 'tmn', 'nya', 'tidak', 'mau', 'makan', 'bukan', 'bikin', 'sehat', 'gizi', 'malah', 'penyakitan', 'pak']","['mbg', 'percuma', 'anak', 'tmn', 'tidak', 'mau', 'makan', 'bukan', 'bikin', 'sehat', 'gizi', 'malah', 'penyakitan']",mbg percuma anak tmn tidak mau makan bukan bikin sehat gizi malah penyakitan
2026-03-19T20:45:25Z,"['bangga', 'punya', 'prabowo', 'presiden', 'tegas', 'yang', 'selalu', 'utamakan', 'kepentingan', 'bangsa', 'dan', 'rakyatnya']","['bangga', 'punya', 'prabowo', 'presiden', 'tegas', 'selalu', 'utamakan', 'kepentingan', 'bangsa', 'rakyatnya']",bangga punya prabowo presiden tegas selalu utamakan kepentingan bangsa rakyatnya
2026-03-19T20:45:24Z,"['omongan', 'diskusi', 'muluk', 'muluk', 'kenyataan', 'ekonomi', 'tambah', 'parah', 'semua', 'bidang', 'dibanding', 'jkwi', 'dan', 'sby', 'baik', 'kota', 'atau', 'desa']","['omongan', 'diskusi', 'muluk', 'muluk', 'kenyataan', 'ekonomi', 'tambah', 'parah', 'semua', 'bidang', 'dibanding', 'jkwi', 'sby', 'baik', 'kota', 'desa']",omongan diskusi muluk muluk kenyataan ekonomi tambah parah semua bidang dibanding jkwi sby baik kota desa
2026-03-19T20:44:55Z,"['presiden', 'dan', 'pembantu', 'pembantunya', 'omon', 'omon', 'presiden', 'dan', 'pembantu', 'pembantunya', 'yang', 'incompeten', 'presiden', 'dan', 'pembantunya', 'yang', 'hanya', 'mementingkan', 'kepentingan', 'pribadi', 'berkedok', 'kepentingan', 'rakyat', 'gagal', 'jadi', 'presiden', 'berkali', 'kali', 'sekalinya', 'jadi', 'presiden', 'gagal']","['presiden', 'pembantu', 'pembantunya', 'omon', 'omon', 'presiden', 'pembantu', 'pembantunya', 'incompeten', 'presiden', 'pembantunya', 'mementingkan', 'kepentingan', 'pribadi', 'berkedok', 'kepentingan', 'rakyat', 'gagal', 'presiden', 'berkali', 'kali', 'sekalinya', 'presiden', 'gagal']",presiden pembantu pembantunya omon omon presiden pembantu pembantunya incompeten presiden pembantunya mementingkan kepentingan pribadi berkedok kepentingan rakyat gagal presiden berkali kali sekalinya presiden gagal
2026-03-19T20:44:29Z,"['best', 'fact', 'and', 'respond']","['best', 'fact', 'and', 'respond']",best fact and respond
2026-03-19T20:44:28Z,"['ditanya', 'mbak', 'nana', 'kok', 'dijawab', 'nge', 'gas', 'pak']","['ditanya', 'nana', 'kok', 'dijawab', 'nge', 'gas']",ditanya nana kok dijawab nge gas
2026-03-19T20:44:28Z,"['apa', 'dasar', 'mbg', 'diprioritaskan', 'diberikan', 'kepada', 'yang', 'kaya', 'dan', 'miskin', 'daripada', 'pembenahan', 'ekononu', 'yang', 'sekamin', 'sulit', 'semua', 'bidang', 'termasuk', 'desa', 'desa', 'penjualan', 'sepigak', 'ada', 'yang', 'tanya', 'atau', 'memanga', 'tidak', 'berani', 'tanya']","['apa', 'dasar', 'mbg', 'diprioritaskan', 'diberikan', 'kaya', 'miskin', 'pembenahan', 'ekononu', 'sekamin', 'sulit', 'semua', 'bidang', 'termasuk', 'desa', 'desa', 'penjualan', 'sepigak', 'tanya', 'memanga', 'tidak', 'berani', 'tanya']",apa dasar mbg diprioritaskan diberikan kaya miskin pembenahan ekononu sekamin sulit semua bidang termasuk desa desa penjualan sepigak tanya memanga tidak berani tanya
2026-03-19T20:44:08Z,"['presiden', 'nya', 'masih', 'emosian', 'harus', 'bijak', 'lah', 'pak', 'sering', 'terbuka', 'sekeliling', 'bapak', 'banyak', 'penjilat', 'yang', 'bahaya', 'pak']","['presiden', 'emosian', 'bijak', 'sering', 'terbuka', 'sekeliling', 'banyak', 'penjilat', 'bahaya']",presiden emosian bijak sering terbuka sekeliling banyak penjilat bahaya
2026-03-19T20:44:04Z,"['maasyaallah', 'bangga', 'aku', 'pak']","['maasyaallah', 'bangga', 'aku']",maasyaallah bangga aku
2026-03-19T20:44:04Z,"['kalau', 'seperti', 'ini', 'kan', 'senang', 'kita', 'dengarinnya', 'nyambung', 'obrolannya', 'nggak', 'kayak', 'nganu', 'pintar', 'ngeles']","['kalau', 'kan', 'senang', 'dengarinnya', 'nyambung', 'obrolannya', 'kayak', 'nganu', 'pintar', 'ngeles']",kalau kan senang dengarinnya nyambung obrolannya kayak nganu pintar ngeles
2026-03-19T20:44:01Z,"['sya', 'allah', 'besok', 'yang', 'duduk', 'bertantmya', 'ada', 'ustadz', 'felix', 'pandji', 'dan', 'para', 'aktivis', 'pejuang', 'lainnya', 'yang', 'pro', 'rakyat']","['sya', 'allah', 'besok', 'duduk', 'bertantmya', 'ustadz', 'felix', 'pandji', 'aktivis', 'pejuang', 'lainnya', 'pro', 'rakyat']",sya allah besok duduk bertantmya ustadz felix pandji aktivis pejuang lainnya pro rakyat
2026-03-19T20:43:17Z,"['bikin', 'sakit', 'kepala']","['bikin', 'sakit', 'kepala']",bikin sakit kepala
2026-03-19T20:43:15Z,"['prabowo', 'sangat', 'tidak', 'cocok', 'untuk', 'dijadikan', 'pemimpin', 'jawabanya', 'kemana', 'mana', 'terlihat', 'emosional', 'kalau', 'kontra', 'dengan', 'dirinya', 'pemilu', 'depan', 'dari', 'saya', 'pribadi', 'akan', 'menghapus', 'gerindra', 'beserta', 'orang', 'orang', 'yang', 'diusung', 'partai', 'ini']","['prabowo', 'sangat', 'tidak', 'cocok', 'dijadikan', 'pemimpin', 'jawabanya', 'mana', 'terlihat', 'emosional', 'kalau', 'kontra', 'dirinya', 'pemilu', 'depan', 'pribadi', 'menghapus', 'gerindra', 'beserta', 'orang', 'orang', 'diusung', 'partai']",prabowo sangat tidak cocok dijadikan pemimpin jawabanya mana terlihat emosional kalau kontra dirinya pemilu depan pribadi menghapus gerindra beserta orang orang diusung partai
2026-03-19T20:42:36Z,"['maslow', 'basiccly', 'itu', 'kebutuhan', 'makan', 'air', 'dulu', 'pak']","['maslow', 'basiccly', 'kebutuhan', 'makan', 'air', 'dulu']",maslow basiccly kebutuhan makan air dulu
2026-03-19T20:42:31Z,"['nana', 'itu', 'yang', 'provokator', 'banyaknya', 'liat', 'mata']","['nana', 'provokator', 'banyaknya', 'liat', 'mata']",nana provokator banyaknya liat mata
2026-03-19T20:42:27Z,"['yang', 'kritik', 'pemerintah', 'dari', 'luar', 'ada', 'dana', 'pak', 'pak', 'hadeh']","['kritik', 'pemerintah', 'luar', 'dana', 'hadeh']",kritik pemerintah luar dana hadeh
2026-03-19T20:41:07Z,"['sebenr', 'nya', 'presiden', 'kita', 'ini', 'tidak', 'jauh', 'lebih', 'baik', 'daripada', 'sby', 'cuma', 'salah', 'lantik', 'bawahan', 'nya', 'aja', 'wkwkw', 'apalagi', 'wakil', 'nya']","['sebenr', 'presiden', 'tidak', 'jauh', 'lebih', 'baik', 'sby', 'cuma', 'salah', 'lantik', 'bawahan', 'aja', 'wkwkw', 'wakil']",sebenr presiden tidak jauh lebih baik sby cuma salah lantik bawahan aja wkwkw wakil
2026-03-19T20:40:55Z,"['sudah', 'diatur', 'hanya', 'omon', 'omon']","['diatur', 'omon', 'omon']",diatur omon omon
2026-03-19T20:40:53Z,"['buktikan', 'eksekusi', 'mati', 'untuk', 'pelaku', 'jangan', 'ada', 'kong', 'kalikong', 'hukum']","['buktikan', 'eksekusi', 'mati', 'pelaku', 'jangan', 'kong', 'kalikong', 'hukum']",buktikan eksekusi mati pelaku jangan kong kalikong hukum
2026-03-19T20:40:29Z,"['wapres', 'kita', 'gimana', 'kalau', 'dihadapan', 'para', 'tokoh', 'ini']","['wapres', 'gimana', 'kalau', 'dihadapan', 'tokoh']",wapres gimana kalau dihadapan tokoh
2026-03-19T20:39:55Z,"['indonesia', 'tinggal', 'beberapa', 'hari', 'lagi']","['indonesia', 'tinggal', 'beberapa', 'hari']",indonesia tinggal beberapa hari
2026-03-19T21:15:27Z,"['sabar', 'amat', 'nunggu', 'thr', 'lebaran', 'bang']","['sabar', 'nunggu', 'thr', 'lebaran', 'bang']",sabar nunggu thr lebaran bang
2026-03-19T20:39:54Z,"['lanjutanya', 'mana', 'mba']","['lanjutanya', 'mana', 'mba']",lanjutanya mana mba
2026-03-19T20:39:40Z,"['pak', 'prabowo', 'sepertinya', 'tau', 'masalah', 'tapi', 'belum', 'bisa', 'mengatasi', 'masalah', 'internal', 'yang', 'merupakan', 'kekuasaannya', 'ada', 'menteri', 'berkedok', 'desimenasi', 'informasi', 'tapi', 'malah', 'sibuk', 'cari', 'muka', 'yang', 'mewajibkan', 'pegawainya', 'jadi', 'buzzer', 'lcs', 'konten', 'nya', 'dia', 'aja', 'desimenasi', 'baiknya', 'berupa', 'teknologi', 'tepat', 'guna', 'ini', 'dia', 'cari', 'muka', 'banget']","['prabowo', 'sepertinya', 'tau', 'masalah', 'mengatasi', 'masalah', 'internal', 'merupakan', 'kekuasaannya', 'menteri', 'berkedok', 'desimenasi', 'informasi', 'malah', 'sibuk', 'cari', 'muka', 'mewajibkan', 'pegawainya', 'buzzer', 'lcs', 'konten', 'aja', 'desimenasi', 'baiknya', 'berupa', 'teknologi', 'tepat', 'cari', 'muka', 'banget']",prabowo sepertinya tau masalah mengatasi masalah internal merupakan kekuasaannya menteri berkedok desimenasi informasi malah sibuk cari muka mewajibkan pegawainya buzzer lcs konten aja desimenasi baiknya berupa teknologi tepat cari muka banget
2026-03-19T20:39:26Z,"['semoga', 'pak', 'prabowo', 'beri', 'kesehatan', 'negara', 'tidak', 'akan', 'pernah', 'hancur', 'karena', 'seorang', 'pemimpin', 'melainkan', 'karena', 'rakyat', 'nya', 'sendiri', 'apalagi', 'zaman', 'fitnah', 'ini', 'semoga', 'teman', 'mampu', 'berfikir', 'logis', 'sebelum', 'mencerna', 'sebuah', 'informasi']","['semoga', 'prabowo', 'beri', 'kesehatan', 'negara', 'tidak', 'pernah', 'hancur', 'seorang', 'pemimpin', 'rakyat', 'sendiri', 'zaman', 'fitnah', 'semoga', 'teman', 'mampu', 'berfikir', 'logis', 'mencerna', 'sebuah', 'informasi']",semoga prabowo beri kesehatan negara tidak pernah hancur seorang pemimpin rakyat sendiri zaman fitnah semoga teman mampu berfikir logis mencerna sebuah informasi
2026-03-19T20:39:11Z,"['pemerintah', 'prabowo', 'banyak', 'penjilatnya', 'kenyataan', 'dilapangan', 'buruk', 'tapi', 'begitu', 'ketelinga', 'presiden', 'dikatakan', 'baik']","['pemerintah', 'prabowo', 'banyak', 'penjilatnya', 'kenyataan', 'dilapangan', 'buruk', 'ketelinga', 'presiden', 'dikatakan', 'baik']",pemerintah prabowo banyak penjilatnya kenyataan dilapangan buruk ketelinga presiden dikatakan baik
2026-03-19T20:39:02Z,"['bahkan', 'pak', 'kita', 'punya', 'batan', 'badan', 'atom', 'nasional', 'kita', 'punya', 'lapan', 'lembaga', 'antariksa', 'dan', 'penerbangan', 'nasional', 'kita', 'punya', 'kita', 'punya', 'pindad', 'dan', 'lembaga', 'penelitian', 'lain', 'sayangnya', 'belum', 'semua', 'dioptimalkan']","['bahkan', 'punya', 'batan', 'badan', 'atom', 'nasional', 'punya', 'lapan', 'lembaga', 'antariksa', 'penerbangan', 'nasional', 'punya', 'punya', 'pindad', 'lembaga', 'penelitian', 'sayangnya', 'semua', 'dioptimalkan']",bahkan punya batan badan atom nasional punya lapan lembaga antariksa penerbangan nasional punya punya pindad lembaga penelitian sayangnya semua dioptimalkan
2026-03-19T20:39:01Z,"['yuk', 'kita', 'dengar', 'raja', 'omon']","['yuk', 'dengar', 'raja', 'omon']",yuk dengar raja omon
