Date,Comment,tokens_stopword,clean_text
2026-03-21T18:53:55Z,['jawab'],['jawab'],jawab
2026-03-21T18:52:35Z,"['dari', 'pertanyaan', 'retno', 'aja', 'jawabannya', 'sudah', 'tidak', 'nyambung', 'wkwkwkwkwk']","['pertanyaan', 'retno', 'aja', 'jawabannya', 'tidak', 'nyambung', 'wkwkwkwkwk']",pertanyaan retno aja jawabannya tidak nyambung wkwkwkwkwk
2026-03-21T18:52:20Z,"['jawabannya', 'panjang', 'lebar', 'kurang', 'nyambung', 'ngdabrus', 'doank']","['jawabannya', 'panjang', 'lebar', 'kurang', 'nyambung', 'ngdabrus', 'doank']",jawabannya panjang lebar kurang nyambung ngdabrus doank
2026-03-21T18:48:57Z,"['buktinya', 'mana', 'wowo']","['buktinya', 'mana', 'wowo']",buktinya mana wowo
2026-03-21T18:45:05Z,"['apakah', 'anda', 'tahu', 'pnm', 'membantu', 'masyarakat', 'atau', 'membudidayakan', 'piutang', 'tolong', 'sidak', 'sistemnya']","['tahu', 'pnm', 'membantu', 'masyarakat', 'membudidayakan', 'piutang', 'sidak', 'sistemnya']",tahu pnm membantu masyarakat membudidayakan piutang sidak sistemnya
2026-03-21T18:43:27Z,"['pak', 'presiden', 'smoga', 'tetap', 'sehat', 'dan', 'walaufuat']","['presiden', 'smoga', 'tetap', 'sehat', 'walaufuat']",presiden smoga tetap sehat walaufuat
2026-03-21T18:42:59Z,"['yang', 'keren', 'expert', 'dan', 'kritis', 'disini', 'menurut', 'saya', 'itu', 'adalah', 'mba', 'nana', 'pak', 'chatib', 'sampai', 'retno', 'next', 'moderator', 'ganti', 'dah', 'tidak', 'kompeten', 'banget', 'nasbi', 'sudah', 'dimasak', 'saja', 'disini', 'udahlah', 'suara', 'nimpalinnya', 'ganggu', 'banget', 'grogi', 'juga']","['keren', 'expert', 'kritis', 'disini', 'mba', 'nana', 'chatib', 'retno', 'next', 'moderator', 'ganti', 'dah', 'tidak', 'kompeten', 'banget', 'nasbi', 'dimasak', 'disini', 'udahlah', 'suara', 'nimpalinnya', 'ganggu', 'banget', 'grogi']",keren expert kritis disini mba nana chatib retno next moderator ganti dah tidak kompeten banget nasbi dimasak disini udahlah suara nimpalinnya ganggu banget grogi
2026-03-21T18:42:28Z,"['kita', 'baca', 'komenan', 'anak', 'abah']","['baca', 'komenan', 'anak', 'abah']",baca komenan anak abah
2026-03-21T18:41:05Z,"['mengkritik', 'tanpa', 'data', 'sebenarnya', 'tidak', 'baik', 'mengkritik', 'harus', 'berdasarkan', 'dengan', 'fakta', 'yang', 'terjadi', 'lapangan', 'agar', 'pengobatannya', 'bisa', 'tepat', 'dan', 'berguna']","['mengkritik', 'data', 'sebenarnya', 'tidak', 'baik', 'mengkritik', 'berdasarkan', 'fakta', 'terjadi', 'lapangan', 'pengobatannya', 'tepat', 'berguna']",mengkritik data sebenarnya tidak baik mengkritik berdasarkan fakta terjadi lapangan pengobatannya tepat berguna
2026-03-21T18:34:05Z,"['lain', 'nan', 'ditanyo', 'lain', 'nan', 'dijawek']","['nan', 'ditanyo', 'nan', 'dijawek']",nan ditanyo nan dijawek
2026-03-21T18:33:05Z,"['semoga', 'sehat', 'selalu', 'dan', 'permudah', 'urusan', 'bapak', 'presiden']","['semoga', 'sehat', 'selalu', 'permudah', 'urusan', 'presiden']",semoga sehat selalu permudah urusan presiden
2026-03-21T18:23:46Z,"['kalau', 'jokowi', 'beri', 'pertanyaan', 'seperti', 'gini', 'kira', 'dia', 'bisa', 'jawab', 'nggak']","['kalau', 'jokowi', 'beri', 'pertanyaan', 'gini', 'kira', 'jawab']",kalau jokowi beri pertanyaan gini kira jawab
2026-03-21T18:20:29Z,"['janji', 'parpol', 'jilid']","['janji', 'parpol', 'jilid']",janji parpol jilid
2026-03-21T18:20:22Z,"['mau', 'ganti', 'saya', 'tunggu', 'dong']","['mau', 'ganti', 'tunggu', 'dong']",mau ganti tunggu dong
2026-03-21T18:17:15Z,"['lantai', 'kamar', 'mandi', 'pls', 'your', 'magic']","['lantai', 'kamar', 'mandi', 'pls', 'your', 'magic']",lantai kamar mandi pls your magic
2026-03-21T18:12:57Z,"['bah', 'nana', 'ini', 'kayanya', 'anti', 'pemerinta', 'saat', 'ini']","['bah', 'nana', 'kayanya', 'anti', 'pemerinta']",bah nana kayanya anti pemerinta
2026-03-21T18:08:00Z,"['presiden', 'kita', 'prabowo', 'subioanto', 'orang', 'yang', 'cerdas', 'berpendidikan', 'kutu', 'buku', 'cerdas', 'dan', 'patriotik', 'orangnya', 'tulus', 'tapi', 'lemah', 'kelilingi', 'penjilat', 'dan', 'ada', 'musuh', 'dalam', 'selimut', 'sehat', 'selalu', 'pak', 'presiden', 'tetap', 'silaturahim', 'tapi', 'jangan', 'terlalu', 'dekat', 'dengan', 'pak', 'jokowi', 'pak']","['presiden', 'prabowo', 'subioanto', 'orang', 'cerdas', 'berpendidikan', 'kutu', 'buku', 'cerdas', 'patriotik', 'orangnya', 'tulus', 'lemah', 'kelilingi', 'penjilat', 'musuh', 'selimut', 'sehat', 'selalu', 'presiden', 'tetap', 'silaturahim', 'jangan', 'terlalu', 'dekat', 'jokowi']",presiden prabowo subioanto orang cerdas berpendidikan kutu buku cerdas patriotik orangnya tulus lemah kelilingi penjilat musuh selimut sehat selalu presiden tetap silaturahim jangan terlalu dekat jokowi
2026-03-21T18:03:37Z,"['prabowo', 'malah', 'stand', 'comedy', 'anjir']","['prabowo', 'malah', 'stand', 'comedy', 'anjir']",prabowo malah stand comedy anjir
2026-03-21T18:02:51Z,"['bubarkan', 'segala', 'macam', 'bentuk', 'relawan', 'pak', 'cukup', 'kita', 'dengan', 'partai', 'politik', 'saja', 'sudah', 'begitu', 'rumit', 'kalau', 'segala', 'bentuk', 'relawan', 'makin', 'merajalela', 'lela', 'ini', 'akan', 'memicu', 'keributan', 'antar', 'rakyat', 'karena', 'berdebat', 'atas', 'dasar', 'saling', 'mendukung', 'tidak', 'sehat']","['bubarkan', 'segala', 'macam', 'bentuk', 'relawan', 'cukup', 'partai', 'politik', 'rumit', 'kalau', 'segala', 'bentuk', 'relawan', 'makin', 'merajalela', 'lela', 'memicu', 'keributan', 'antar', 'rakyat', 'berdebat', 'atas', 'dasar', 'saling', 'mendukung', 'tidak', 'sehat']",bubarkan segala macam bentuk relawan cukup partai politik rumit kalau segala bentuk relawan makin merajalela lela memicu keributan antar rakyat berdebat atas dasar saling mendukung tidak sehat
2026-03-21T18:01:33Z,"['mbak', 'nana', 'percuma', 'bedikusi', 'dengan', 'orang', 'yang', 'buta', 'dan', 'tuli', 'hati', 'dan', 'pikiran', 'rakyat', 'indonesia', 'sudah', 'muak', 'dengan', 'keadaan', 'negara', 'seperti', 'ini', 'titik', 'kemuakan', 'rakyat', 'adalah', 'tidak', 'perduli', 'lagi', 'dengan', 'siapa', 'pemimpinnya', 'seperti', 'apa', 'yang', 'terjadi', 'sekarang', 'ini']","['nana', 'percuma', 'bedikusi', 'orang', 'buta', 'tuli', 'hati', 'pikiran', 'rakyat', 'indonesia', 'muak', 'keadaan', 'negara', 'titik', 'kemuakan', 'rakyat', 'tidak', 'perduli', 'siapa', 'pemimpinnya', 'apa', 'terjadi', 'sekarang']",nana percuma bedikusi orang buta tuli hati pikiran rakyat indonesia muak keadaan negara titik kemuakan rakyat tidak perduli siapa pemimpinnya apa terjadi sekarang
2026-03-21T17:52:30Z,"['please', 'lantai', 'toilet', 'your', 'magic']","['please', 'lantai', 'toilet', 'your', 'magic']",please lantai toilet your magic
2026-03-21T17:51:22Z,"['pak', 'probowo', 'berbobot', 'pengetahuannya']","['probowo', 'berbobot', 'pengetahuannya']",probowo berbobot pengetahuannya
2026-03-21T17:50:41Z,"['lagi', 'ngehayaal', 'pak', 'warga', 'bapa', 'masih', 'banyak', 'yang', 'kelaparan']","['ngehayaal', 'warga', 'bapa', 'banyak', 'kelaparan']",ngehayaal warga bapa banyak kelaparan
2026-03-21T17:50:25Z,"['ditanya', 'apa', 'jawabnya', 'kemana', 'pak']","['ditanya', 'apa', 'jawabnya']",ditanya apa jawabnya
2026-03-21T17:49:49Z,"['yang', 'keluar', 'dari', 'mulut', 'nya', 'terdengar', 'indah', 'merdu', 'dan', 'menenangkan', 'tapi', 'realitanya', 'menyakitkan']","['keluar', 'mulut', 'terdengar', 'indah', 'merdu', 'menenangkan', 'realitanya', 'menyakitkan']",keluar mulut terdengar indah merdu menenangkan realitanya menyakitkan
2026-03-21T17:47:00Z,"['sangat', 'keren', 'dan', 'sangat', 'membantu', 'acara', 'seperti', 'ini', 'memberikan', 'informasi', 'yang', 'jelas', 'dari', 'gagasan', 'pemimpin', 'serta', 'bisa', 'kritik', 'langsung', 'terimakasih', 'mata', 'nazwa', 'terimakasih', 'bapak', 'presiden', 'prabowo']","['sangat', 'keren', 'sangat', 'membantu', 'acara', 'memberikan', 'informasi', 'jelas', 'gagasan', 'pemimpin', 'kritik', 'langsung', 'terimakasih', 'mata', 'nazwa', 'terimakasih', 'presiden', 'prabowo']",sangat keren sangat membantu acara memberikan informasi jelas gagasan pemimpin kritik langsung terimakasih mata nazwa terimakasih presiden prabowo
2026-03-21T17:44:49Z,"['bahas', 'mbg', 'menit', 'berapa']","['bahas', 'mbg', 'menit', 'berapa']",bahas mbg menit berapa
2026-03-21T17:44:12Z,"['kapan', 'prabowo', 'mundur']","['kapan', 'prabowo', 'mundur']",kapan prabowo mundur
2026-03-21T17:34:50Z,"['bukan', 'diskusi', 'ini', 'mah', 'mendengarkan', 'cerama']","['bukan', 'diskusi', 'mah', 'mendengarkan', 'cerama']",bukan diskusi mah mendengarkan cerama
2026-03-21T17:30:53Z,"['sumber', 'pangan', 'tetek', 'bengek', 'beli', 'pupuk', 'aja', 'dibatas', 'mahal', 'sering', 'tidak', 'ada', 'coba', 'dong', 'sentuh', 'sampai', 'lapisan', 'terbawah', 'hadeuuh', 'ekonomi', 'makin', 'ancur']","['sumber', 'pangan', 'tetek', 'bengek', 'beli', 'pupuk', 'aja', 'dibatas', 'mahal', 'sering', 'tidak', 'coba', 'dong', 'sentuh', 'lapisan', 'terbawah', 'hadeuuh', 'ekonomi', 'makin', 'ancur']",sumber pangan tetek bengek beli pupuk aja dibatas mahal sering tidak coba dong sentuh lapisan terbawah hadeuuh ekonomi makin ancur
2026-03-21T17:26:48Z,"['cuma', 'bingung', 'kenapa', 'kapolri', 'tidak', 'ganti', 'apa', 'nunggu', 'pensiun', 'apa', 'gimana']","['cuma', 'bingung', 'kapolri', 'tidak', 'ganti', 'apa', 'nunggu', 'pensiun', 'apa', 'gimana']",cuma bingung kapolri tidak ganti apa nunggu pensiun apa gimana
2026-03-21T17:24:21Z,"['paling', 'bagus', 'yah', 'pasti', 'mbak', 'najwa']","['paling', 'bagus', 'yah', 'najwa']",paling bagus yah najwa
2026-03-21T17:23:45Z,"['tiap', 'jawab', 'kok', 'muter', 'sampai', 'halu', 'dan', 'semua', 'iya', 'aja', 'kecuali', 'najwaz']","['tiap', 'jawab', 'kok', 'muter', 'halu', 'semua', 'iya', 'aja', 'najwaz']",tiap jawab kok muter halu semua iya aja najwaz
2026-03-21T17:20:56Z,"['ditunggu', 'pak', 'wapres', 'menjawab', 'semoga', 'bisa', 'buatkan', 'acaranya']","['ditunggu', 'wapres', 'menjawab', 'semoga', 'buatkan', 'acaranya']",ditunggu wapres menjawab semoga buatkan acaranya
2026-03-21T17:16:45Z,"['yakin', 'nyesel', 'tidak', 'sih', 'milih', 'dia', 'jadi', 'presiden']","['yakin', 'nyesel', 'tidak', 'milih', 'presiden']",yakin nyesel tidak milih presiden
2026-03-21T17:11:40Z,"['kurang', 'bung', 'rocky', 'pasti', 'seruu']","['kurang', 'bung', 'rocky', 'seruu']",kurang bung rocky seruu
2026-03-21T17:09:17Z,"['semoga', 'ini', 'jadi', 'bare', 'minimum', 'tradition', 'untuk', 'presiden', 'indonesia']","['semoga', 'bare', 'minimum', 'tradition', 'presiden', 'indonesia']",semoga bare minimum tradition presiden indonesia
2026-03-21T17:09:13Z,"['orang', 'quot', 'yang', 'bilang', 'omong', 'kosong', 'dll', 'kalian', 'engga', 'nangkep', 'yang', 'omongin', 'atau', 'emng', 'buzzer', 'aja']","['orang', 'quot', 'bilang', 'omong', 'kosong', 'kalian', 'engga', 'nangkep', 'omongin', 'emng', 'buzzer', 'aja']",orang quot bilang omong kosong kalian engga nangkep omongin emng buzzer aja
2026-03-21T17:06:01Z,"['terpojokkan', 'dengan', 'pertanyaan', 'kritis', 'dari', 'mba', 'nana', 'kemudian', 'moderator', 'penjilat', 'memotong', 'kritis', 'itu', 'takut', 'yaa', 'kalau', 'nanti', 'prabowo', 'salah', 'jwb', 'karena', 'sudah', 'kepancing', 'dengan', 'pertanyaan', 'kritis']","['terpojokkan', 'pertanyaan', 'kritis', 'mba', 'nana', 'kemudian', 'moderator', 'penjilat', 'memotong', 'kritis', 'takut', 'yaa', 'kalau', 'prabowo', 'salah', 'jwb', 'kepancing', 'pertanyaan', 'kritis']",terpojokkan pertanyaan kritis mba nana kemudian moderator penjilat memotong kritis takut yaa kalau prabowo salah jwb kepancing pertanyaan kritis
2026-03-21T17:04:20Z,"['diundang', 'untuk', 'diskusi', 'diundang', 'untuk', 'dengerin', 'ceramah', 'presiden', 'yes']","['diundang', 'diskusi', 'diundang', 'dengerin', 'ceramah', 'presiden', 'yes']",diundang diskusi diundang dengerin ceramah presiden yes
2026-03-21T17:03:39Z,"['cucu', 'ubed', 'emang', 'beda']","['cucu', 'ubed', 'emang', 'beda']",cucu ubed emang beda
2026-03-21T17:02:17Z,"['bawel', 'banget', 'moderator', 'uda', 'diem', 'aja', 'kalo', 'ada', 'yang', 'ngomong']","['bawel', 'banget', 'moderator', 'uda', 'diem', 'aja', 'kalo', 'ngomong']",bawel banget moderator uda diem aja kalo ngomong
2026-03-21T17:03:07Z,"['tugas', 'dia', 'kan', 'menjilat', 'penguasa']","['tugas', 'kan', 'menjilat', 'penguasa']",tugas kan menjilat penguasa
2026-03-21T17:01:47Z,"['mna', 'masih', 'lama', 'gnti', 'presiden', 'haduh']","['mna', 'lama', 'gnti', 'presiden', 'haduh']",mna lama gnti presiden haduh
2026-03-21T17:01:21Z,"['wowo', 'mendongeng', 'bukan', 'menjawab']","['wowo', 'mendongeng', 'bukan', 'menjawab']",wowo mendongeng bukan menjawab
2026-03-21T17:01:20Z,"['main', 'bersih', 'lah', 'belajar', 'yakin', 'negara', 'pasti', 'membantu', 'kesulitan', 'kalian']","['main', 'bersih', 'belajar', 'yakin', 'negara', 'membantu', 'kesulitan', 'kalian']",main bersih belajar yakin negara membantu kesulitan kalian
2026-03-21T16:58:54Z,"['pelanggar', 'ham', 'too']","['pelanggar', 'ham', 'too']",pelanggar ham too
2026-03-21T16:58:11Z,"['mereka', 'pikir', 'negara', 'tidak', 'bisa', 'galak', 'barangkali', 'pak', 'justru', 'negara', 'banyak', 'mendengarken', 'untk', 'menyiapken', 'kekuatan', 'yang', 'lebih', 'buas', 'lagi', 'negara', 'diam', 'bukan', 'berarti', 'kalah', 'menyerah']","['pikir', 'negara', 'tidak', 'galak', 'barangkali', 'justru', 'negara', 'banyak', 'mendengarken', 'untk', 'menyiapken', 'kekuatan', 'lebih', 'buas', 'negara', 'diam', 'bukan', 'berarti', 'kalah', 'menyerah']",pikir negara tidak galak barangkali justru negara banyak mendengarken untk menyiapken kekuatan lebih buas negara diam bukan berarti kalah menyerah
2026-03-21T16:57:56Z,"['kita', 'tunggu', 'pembuktian', 'pak', 'presiden', 'wowo']","['tunggu', 'pembuktian', 'presiden', 'wowo']",tunggu pembuktian presiden wowo
2026-03-21T16:57:54Z,"['seharusnya', 'tanya', 'jawab', 'seperti', 'ini', 'dengan', 'para', 'mahasiswa', 'saja', 'karena', 'tidak', 'ada', 'kepentingan', 'disitu']","['tanya', 'jawab', 'mahasiswa', 'tidak', 'kepentingan', 'disitu']",tanya jawab mahasiswa tidak kepentingan disitu
2026-03-21T16:57:14Z,"['ganti', 'presiden', 'arogan']","['ganti', 'presiden', 'arogan']",ganti presiden arogan
2026-03-21T16:56:02Z,"['moderatornya', 'ketar', 'ketir', 'tidak', 'netral']","['moderatornya', 'ketar', 'ketir', 'tidak', 'netral']",moderatornya ketar ketir tidak netral
2026-03-21T16:55:29Z,"['mbak', 'najwa', 'sedang', 'cosplay', 'menjadi', 'buzzer', 'wkwkwkwk']","['najwa', 'sedang', 'cosplay', 'menjadi', 'buzzer', 'wkwkwkwk']",najwa sedang cosplay menjadi buzzer wkwkwkwk
2026-03-21T16:52:47Z,"['saya', 'hanya', 'melihat', 'orang', 'tua', 'yang', 'memuji', 'diri', 'sendiri', 'tidak', 'ada', 'pemikiran', 'negarawan', 'belum', 'layak', 'untuk', 'jadi', 'pemimpin', 'saya', 'semakin', 'khawatir', 'bangsa', 'ini', 'akan', 'benar', 'gagal']","['melihat', 'orang', 'tua', 'memuji', 'diri', 'sendiri', 'tidak', 'pemikiran', 'negarawan', 'layak', 'pemimpin', 'semakin', 'khawatir', 'bangsa', 'benar', 'gagal']",melihat orang tua memuji diri sendiri tidak pemikiran negarawan layak pemimpin semakin khawatir bangsa benar gagal
2026-03-21T16:51:31Z,"['mba', 'nana', 'rakyat', 'sekarang', 'cari', 'emas', 'susah', 'jual', 'juga', 'susah', 'ada', 'apa', 'dengan', 'pemerintah', 'negeri', 'ini', 'para', 'pembeli', 'emas', 'tangkap']","['mba', 'nana', 'rakyat', 'sekarang', 'cari', 'emas', 'susah', 'jual', 'susah', 'apa', 'pemerintah', 'negeri', 'pembeli', 'emas', 'tangkap']",mba nana rakyat sekarang cari emas susah jual susah apa pemerintah negeri pembeli emas tangkap
2026-03-21T16:50:52Z,"['dulu', 'ikut', 'pilih', 'dan', 'kampanyekan', 'prabowo', 'sekarang', 'setelah', 'kok', 'ragu', 'serasa', 'ada', 'jarak', 'kurang', 'dkt', 'sama', 'rakyat', 'banyak', 'omon', 'pidato', 'dan', 'emosian', 'berhadapan', 'timbul', 'takut', 'hrsnya', 'kan', 'senang', 'gembira']","['dulu', 'ikut', 'pilih', 'kampanyekan', 'prabowo', 'sekarang', 'kok', 'ragu', 'serasa', 'jarak', 'kurang', 'dkt', 'sama', 'rakyat', 'banyak', 'omon', 'pidato', 'emosian', 'berhadapan', 'timbul', 'takut', 'hrsnya', 'kan', 'senang', 'gembira']",dulu ikut pilih kampanyekan prabowo sekarang kok ragu serasa jarak kurang dkt sama rakyat banyak omon pidato emosian berhadapan timbul takut hrsnya kan senang gembira
2026-03-21T16:47:17Z,"['jangan', 'mahal', 'aja', 'sekolahnya']","['jangan', 'mahal', 'aja', 'sekolahnya']",jangan mahal aja sekolahnya
2026-03-21T16:46:02Z,"['mudah', 'palestina', 'akan', 'cepat', 'merdeka', 'sepenuhnya']","['mudah', 'palestina', 'cepat', 'merdeka', 'sepenuhnya']",mudah palestina cepat merdeka sepenuhnya
2026-03-21T16:46:00Z,"['contoh', 'sppg', 'desa', 'saya', 'dikabupaten', 'wonosobo', 'jawa', 'tengah', 'sudah', 'kali', 'kejadian', 'ada', 'belatungnya', 'dimakanan', 'tapi', 'nggak', 'ditutup', 'dan', 'tetap', 'jalan', 'prabowo', 'omon', 'omon']","['contoh', 'sppg', 'desa', 'dikabupaten', 'wonosobo', 'jawa', 'tengah', 'kali', 'kejadian', 'belatungnya', 'dimakanan', 'ditutup', 'tetap', 'jalan', 'prabowo', 'omon', 'omon']",contoh sppg desa dikabupaten wonosobo jawa tengah kali kejadian belatungnya dimakanan ditutup tetap jalan prabowo omon omon
2026-03-21T16:45:47Z,"['sumpah', 'wanita', 'idaman', 'para', 'rakyat', 'sehat', 'selalu', 'mbak', 'nana', 'sekeluarga', 'semoga', 'dalam', 'lindungan', 'allah', 'amin']","['sumpah', 'wanita', 'idaman', 'rakyat', 'sehat', 'selalu', 'nana', 'sekeluarga', 'semoga', 'lindungan', 'allah', 'amin']",sumpah wanita idaman rakyat sehat selalu nana sekeluarga semoga lindungan allah amin
2026-03-21T16:45:41Z,"['hanya', 'mba', 'nana', 'yang', 'mengajukan', 'pertanyaan', 'yang', 'kritis', 'yang', 'lainnya', 'kaku', 'tidak', 'mau', 'kritisi', 'secara', 'tajam', 'tentang', 'isu', 'yang', 'terjadi']","['mba', 'nana', 'mengajukan', 'pertanyaan', 'kritis', 'lainnya', 'kaku', 'tidak', 'mau', 'kritisi', 'tajam', 'isu', 'terjadi']",mba nana mengajukan pertanyaan kritis lainnya kaku tidak mau kritisi tajam isu terjadi
2026-03-21T16:45:09Z,"['ini', 'sudah', 'ini', 'yang', 'orang', 'papua', 'butuhkan', 'dialog', 'terbuka', 'dengan', 'presiden']","['orang', 'papua', 'butuhkan', 'dialog', 'terbuka', 'presiden']",orang papua butuhkan dialog terbuka presiden
2026-03-21T16:42:15Z,"['hahaa', 'bossman', 'anda', 'terlalu', 'sopan', 'tidak', 'setajam', 'konten', 'konten', 'anda']","['hahaa', 'bossman', 'terlalu', 'sopan', 'tidak', 'setajam', 'konten', 'konten']",hahaa bossman terlalu sopan tidak setajam konten konten
2026-03-21T16:41:24Z,"['kuat', 'kuat', 'banget', 'dengerinnya']","['kuat', 'kuat', 'banget', 'dengerinnya']",kuat kuat banget dengerinnya
2026-03-21T16:40:48Z,"['terkait', 'mbg', 'bnyak', 'yang', 'nggak', 'berani', 'mengkritik', 'langsung', 'karena', 'banyak', 'ancaman', 'sudahlah', 'prabawo', 'cuma', 'omon', 'senengnya', 'duduk', 'dibelakang', 'meja', 'saya', 'kali', 'pilih', 'prabowo', 'tapi', 'pilpres', 'depan', 'saya', 'sudah', 'nggak', 'mau', 'pilih', 'prabowo']","['terkait', 'mbg', 'bnyak', 'berani', 'mengkritik', 'langsung', 'banyak', 'ancaman', 'sudahlah', 'prabawo', 'cuma', 'omon', 'senengnya', 'duduk', 'dibelakang', 'meja', 'kali', 'pilih', 'prabowo', 'pilpres', 'depan', 'mau', 'pilih', 'prabowo']",terkait mbg bnyak berani mengkritik langsung banyak ancaman sudahlah prabawo cuma omon senengnya duduk dibelakang meja kali pilih prabowo pilpres depan mau pilih prabowo
2026-03-21T16:40:38Z,"['mau', 'nonton', 'males', 'sama', 'moderator', 'nya']","['mau', 'nonton', 'males', 'sama', 'moderator']",mau nonton males sama moderator
2026-03-21T16:38:50Z,"['menit', 'iri', 'dengan', 'korea', 'bikin', 'mobil', 'sekarang', 'malah', 'import', 'mobil', 'dari', 'india']","['menit', 'iri', 'korea', 'bikin', 'mobil', 'sekarang', 'malah', 'import', 'mobil', 'india']",menit iri korea bikin mobil sekarang malah import mobil india
2026-03-21T16:37:48Z,"['saya', 'saya', 'saya', 'saya', 'saya', 'and', 'but', 'dont', 'care']","['and', 'but', 'dont', 'care']",and but dont care
2026-03-21T16:36:14Z,"['kami', 'suka', 'prabowo', 'tapi', 'tidak', 'suka', 'sama', 'orang', 'sekitarnya', 'yang', 'kbanyakan', 'plonga', 'plongo', 'kemudian', 'tidak', 'ada', 'transparansi', 'dalam', 'menyampaikan', 'program', 'berjalan']","['suka', 'prabowo', 'tidak', 'suka', 'sama', 'orang', 'sekitarnya', 'kbanyakan', 'plonga', 'plongo', 'kemudian', 'tidak', 'transparansi', 'menyampaikan', 'program', 'berjalan']",suka prabowo tidak suka sama orang sekitarnya kbanyakan plonga plongo kemudian tidak transparansi menyampaikan program berjalan
2026-03-21T16:33:10Z,"['moderator', 'ngatur', 'peserta', 'moderator', 'diatur', 'peserta']","['moderator', 'ngatur', 'peserta', 'moderator', 'diatur', 'peserta']",moderator ngatur peserta moderator diatur peserta
2026-03-21T16:32:22Z,"['keputusan', 'yang', 'mantab', 'jika', 'dapur', 'bocor', 'maka', 'bermasalah', 'trus', 'ngapain', 'dipertahanken', 'jika', 'bikin', 'repot', 'lagi']","['keputusan', 'mantab', 'dapur', 'bocor', 'bermasalah', 'trus', 'ngapain', 'dipertahanken', 'bikin', 'repot']",keputusan mantab dapur bocor bermasalah trus ngapain dipertahanken bikin repot
2026-03-21T16:31:15Z,"['pakai', 'lembaga', 'survei', 'netral', 'spt', 'saat', 'pemilu', 'biar', 'tahu', 'lebih', 'banyak', 'mana', 'rakyat', 'yang', 'setuju', 'mbg', 'atau', 'yang', 'tidak', 'setuju']","['pakai', 'lembaga', 'survei', 'netral', 'spt', 'pemilu', 'biar', 'tahu', 'lebih', 'banyak', 'mana', 'rakyat', 'setuju', 'mbg', 'tidak', 'setuju']",pakai lembaga survei netral spt pemilu biar tahu lebih banyak mana rakyat setuju mbg tidak setuju
2026-03-21T16:30:45Z,"['pak', 'tahun', 'terlalu', 'lama', 'untuk', 'mempertahankan', 'orng', 'toxic', 'dipemerintahan', 'masih', 'ada', 'waktu', 'untuk', 'mencari', 'talent', 'yang', 'oke', 'tidak', 'becus', 'pecat', 'sat', 'sest']","['tahun', 'terlalu', 'lama', 'mempertahankan', 'orng', 'toxic', 'dipemerintahan', 'waktu', 'mencari', 'talent', 'oke', 'tidak', 'becus', 'pecat', 'sat', 'sest']",tahun terlalu lama mempertahankan orng toxic dipemerintahan waktu mencari talent oke tidak becus pecat sat sest
2026-03-21T16:30:03Z,"['kemon', 'mon', 'omon', 'siap', 'presiden']","['kemon', 'mon', 'omon', 'siap', 'presiden']",kemon mon omon siap presiden
2026-03-21T16:28:44Z,"['mbg', 'libur', 'memasak', 'giliran', 'mbak', 'nana', 'yang', 'memasak']","['mbg', 'libur', 'memasak', 'giliran', 'nana', 'memasak']",mbg libur memasak giliran nana memasak
2026-03-21T16:28:43Z,"['coba', 'buat', 'forum', 'diskusi', 'seperti', 'ini', 'tapi', 'gantian', 'wapres', 'kita', 'gibran', 'yang', 'jadi', 'narasumbernya', 'kita', 'lihat', 'kemampuannya']","['coba', 'buat', 'forum', 'diskusi', 'gantian', 'wapres', 'gibran', 'narasumbernya', 'lihat', 'kemampuannya']",coba buat forum diskusi gantian wapres gibran narasumbernya lihat kemampuannya
2026-03-21T16:28:28Z,"['kita', 'tunggu', 'pertamina', 'diaudit', 'oleh', 'bapak']","['tunggu', 'pertamina', 'diaudit']",tunggu pertamina diaudit
2026-03-21T16:27:57Z,"['banyak', 'anak', 'bawah', 'umur', 'otaknya', 'yang', 'racun']","['banyak', 'anak', 'bawah', 'umur', 'otaknya', 'racun']",banyak anak bawah umur otaknya racun
2026-03-21T16:27:03Z,"['kebijikan', 'komdigi', 'untuk', 'menstop', 'anak', 'dibawah', 'umur', 'menurut', 'saya', 'pantas', 'dan', 'cara', 'menstop', 'media', 'untuk', 'anak', 'dibawah', 'umur', 'sangat', 'sangat', 'membantu', 'untuk', 'mengurangi', 'tindakan', 'anak', 'bawah', 'umur', 'untuk', 'tidak', 'yang', 'macam', 'macam', 'uplode', 'video', 'yang', 'tidak', 'senonoh']","['kebijikan', 'komdigi', 'menstop', 'anak', 'dibawah', 'umur', 'pantas', 'cara', 'menstop', 'media', 'anak', 'dibawah', 'umur', 'sangat', 'sangat', 'membantu', 'mengurangi', 'tindakan', 'anak', 'bawah', 'umur', 'tidak', 'macam', 'macam', 'uplode', 'video', 'tidak', 'senonoh']",kebijikan komdigi menstop anak dibawah umur pantas cara menstop media anak dibawah umur sangat sangat membantu mengurangi tindakan anak bawah umur tidak macam macam uplode video tidak senonoh
